Pān (2000)               	0.7182 	-0.0074	 0.0288 	25.22	4	0.00100
Baxter and Sagart (2014) 	0.8732 	-0.0081	 0.0283 	31.15	4	0.00100
Schuessler (2007)        	0.7077 	-0.0087	 0.0293 	24.43	4	0.00100
Karlgren (1954)          	0.6113 	-0.0074	 0.0195 	31.77	5	0.00100
Li (1971)                	0.8580 	-0.0059	 0.0330 	26.21	5	0.00100
Wáng (1980)              	0.7922 	-0.0064	 0.0274 	29.09	5	0.00100
Zhèngzhāng (2003)        	0.7610 	-0.0062	 0.0245 	31.30	5	0.00100
Starostin (1989)         	0.8428 	-0.0061	 0.0257 	33.01	5	0.00100
Pān (2000)               	0.7610 	-0.0063	 0.0243 	31.57	5	0.00100
Baxter and Sagart (2014) 	0.8778 	-0.0073	 0.0256 	34.52	5	0.00100
Schuessler (2007)        	0.7444 	-0.0064	 0.0252 	29.75	5	0.00100
Karlgren (1954)          	0.6021 	-0.0066	 0.0207 	29.44	6	0.00100
Li (1971)                	0.8179 	-0.0060	 0.0348 	23.68	6	0.00100
Wáng (1980)              	0.7959 	-0.0061	 0.0292 	27.42	6	0.00100
Zhèngzhāng (2003)        	0.7560 	-0.0059	 0.0246 	30.99	6	0.00100
Starostin (1989)         	0.8530 	-0.0056	 0.0271 	31.63	6	0.00100
Pān (2000)               	0.7452 	-0.0058	 0.0245 	30.67	6	0.00100
Baxter and Sagart (2014) 	0.8799 	-0.0057	 0.0264 	33.59	6	0.00100
Schuessler (2007)        	0.7371 	-0.0061	 0.0266 	27.89	6	0.00100
Karlgren (1954)          	0.6140 	-0.0072	 0.0218 	28.46	7	0.00100
Li (1971)                	0.8798 	-0.0084	 0.0344 	25.80	7	0.00100
Wáng (1980)              	0.7665 	-0.0074	 0.0284 	27.28	7	0.00100
Zhèngzhāng (2003)        	0.7841 	-0.0072	 0.0245 	32.34	7	0.00100
Starostin (1989)         	0.8523 	-0.0076	 0.0259 	33.16	7	0.00100
Pān (2000)               	0.7772 	-0.0070	 0.0241 	32.60	7	0.00100
Baxter and Sagart (2014) 	0.8658 	-0.0073	 0.0249 	35.02	7	0.00100
Schuessler (2007)        	0.7231 	-0.0075	 0.0256 	28.58	7	0.00100
Karlgren (1954)          	0.5818 	-0.0056	 0.0205 	28.60	8	0.00100
Li (1971)                	0.7893 	-0.0056	 0.0315 	25.23	8	0.00100
Wáng (1980)              	0.7586 	-0.0052	 0.0277 	27.57	8	0.00100
Zhèngzhāng (2003)        	0.6774 	-0.0059	 0.0241 	28.30	8	0.00100
Starostin (1989)         	0.8155 	-0.0061	 0.0250 	32.90	8	0.00100
Pān (2000)               	0.6557 	-0.0057	 0.0239 	27.71	8	0.00100
Baxter and Sagart (2014) 	0.8550 	-0.0057	 0.0252 	34.18	8	0.00100
Schuessler (2007)        	0.6707 	-0.0058	 0.0248 	27.33	8	0.00100
Karlgren (1954)          	0.6277 	-0.0073	 0.0230 	27.66	9	0.00100
Li (1971)                	0.8042 	-0.0059	 0.0367 	22.07	9	0.00100
Wáng (1980)              	0.7123 	-0.0061	 0.0318 	22.57	9	0.00100
Zhèngzhāng (2003)        	0.7455 	-0.0063	 0.0257 	29.30	9	0.00100
Starostin (1989)         	0.7850 	-0.0059	 0.0283 	27.96	9	0.00100
Pān (2000)               	0.7108 	-0.0060	 0.0259 	27.73	9	0.00100
Baxter and Sagart (2014) 	0.8595 	-0.0063	 0.0277 	31.28	9	0.00100
Schuessler (2007)        	0.7397 	-0.0060	 0.0274 	27.22	9	0.00100
Karlgren (1954)          	0.6142 	-0.0074	 0.0222 	27.94	10	0.00100
Li (1971)                	0.8116 	-0.0061	 0.0364 	22.45	10	0.00100
Wáng (1980)              	0.8144 	-0.0060	 0.0315 	26.04	10	0.00100
Zhèngzhāng (2003)        	0.7535 	-0.0059	 0.0270 	28.13	10	0.00100
Starostin (1989)         	0.8334 	-0.0062	 0.0286 	29.35	10	0.00100
Pān (2000)               	0.7464 	-0.0061	 0.0269 	27.99	10	0.00100
Baxter and Sagart (2014) 	0.8797 	-0.0069	 0.0273 	32.45	10	0.00100
Schuessler (2007)        	0.7502 	-0.0062	 0.0273 	27.73	10	0.00100
Karlgren (1954)          	0.6861 	-0.0075	 0.0240 	32.15	0.00111*
Li (1971)                	0.9150 	-0.0070	 0.0389 	26.46	0.00111*
Wáng (1980)              	0.8672 	-0.0070	 0.0331 	29.42	0.00111*
Zhèngzhāng (2003)        	0.8258 	-0.0070	 0.0286 	32.48	0.00111*
Starostin (1989)         	0.9345 	-0.0071	 0.0304 	34.54	0.00111*
Pān (2000)               	0.8153 	-0.0070	 0.0284 	32.23	0.00111*
Baxter and Sagart (2014) 	0.9736 	-0.0072	 0.0295 	36.94	0.00111*
Schuessler (2007)        	0.8062 	-0.0072	 0.0295 	30.66	0.00111*
