Baxter and Sagart (2014) 	0.9054 	-0.0429	 0.0832 	11.40	5	0.00100
Schuessler (2007)        	0.8176 	-0.0410	 0.0852 	10.07	5	0.00100
Karlgren (1954)          	0.4432 	-0.0503	 0.0897 	5.50	6	0.00100
Li (1971)                	1.0000 	-0.0566	 0.1537 	6.87	6	0.00100
Wáng (1980)              	1.0000 	-0.0531	 0.1255 	8.39	6	0.00100
Zhèngzhāng (2003)        	0.7706 	-0.0509	 0.1083 	7.59	6	0.00100
Starostin (1989)         	0.7630 	-0.0569	 0.1139 	7.20	6	0.00100
Pān (2000)               	0.7706 	-0.0509	 0.1083 	7.59	6	0.00100
Baxter and Sagart (2014) 	0.8333 	-0.0514	 0.1121 	7.89	6	0.00100
Schuessler (2007)        	0.4131 	-0.0523	 0.1112 	4.19	6	0.00100
Karlgren (1954)          	0.3804 	-0.0468	 0.0885 	4.83	7	0.00100
Li (1971)                	0.5599 	-0.0390	 0.1502 	3.99	7	0.00100
Wáng (1980)              	0.6081 	-0.0470	 0.1271 	5.15	7	0.00100
Zhèngzhāng (2003)        	0.4589 	-0.0408	 0.1143 	4.37	7	0.00100
Starostin (1989)         	0.8040 	-0.0379	 0.1195 	7.04	7	0.00100
Pān (2000)               	0.4589 	-0.0408	 0.1143 	4.37	7	0.00100
Baxter and Sagart (2014) 	0.8979 	-0.0391	 0.1179 	7.95	7	0.00100
Schuessler (2007)        	0.3897 	-0.0368	 0.1174 	3.63	7	0.00200
Karlgren (1954)          	0.3703 	-0.0433	 0.0725 	5.71	8	0.00100
Li (1971)                	0.9393 	-0.0372	 0.1126 	8.67	8	0.00100
Wáng (1980)              	0.7712 	-0.0386	 0.0975 	8.31	8	0.00100
Zhèngzhāng (2003)        	0.8988 	-0.0409	 0.0807 	11.64	8	0.00100
Starostin (1989)         	0.7324 	-0.0412	 0.0893 	8.66	8	0.00100
Pān (2000)               	0.8988 	-0.0409	 0.0807 	11.64	8	0.00100
Baxter and Sagart (2014) 	0.7798 	-0.0405	 0.0869 	9.44	8	0.00100
Schuessler (2007)        	0.6306 	-0.0378	 0.0864 	7.74	8	0.00100
Karlgren (1954)          	0.5745 	-0.0383	 0.0928 	6.61	9	0.00100
Li (1971)                	0.5370 	-0.0363	 0.1343 	4.27	9	0.00100
Wáng (1980)              	0.4886 	-0.0428	 0.1124 	4.73	9	0.00100
Zhèngzhāng (2003)        	0.5770 	-0.0417	 0.0981 	6.31	9	0.00100
Starostin (1989)         	0.9389 	-0.0432	 0.1002 	9.80	9	0.00100
Pān (2000)               	0.5770 	-0.0409	 0.0979 	6.31	9	0.00100
Baxter and Sagart (2014) 	0.9389 	-0.0448	 0.1041 	9.45	9	0.00100
Schuessler (2007)        	0.5248 	-0.0419	 0.1020 	5.56	9	0.00100
Karlgren (1954)          	0.5236 	-0.0539	 0.1056 	5.47	10	0.00100
Li (1971)                	0.6913 	-0.0524	 0.1721 	4.32	10	0.00100
Wáng (1980)              	0.3829 	-0.0502	 0.1433 	3.02	10	0.00200
Zhèngzhāng (2003)        	0.8298 	-0.0510	 0.1216 	7.25	10	0.00100
Starostin (1989)         	0.8298 	-0.0498	 0.1374 	6.40	10	0.00100
Pān (2000)               	0.7303 	-0.0509	 0.1236 	6.32	10	0.00100
Baxter and Sagart (2014) 	0.8298 	-0.0503	 0.1361 	6.47	10	0.00100
Schuessler (2007)        	0.8298 	-0.0491	 0.1339 	6.56	10	0.00100
Karlgren (1954)          	0.5333 	-0.0497	 0.0977 	6.88	0.00122*
Li (1971)                	0.8924 	-0.0485	 0.1578 	6.83	0.00111*
Wáng (1980)              	0.7672 	-0.0481	 0.1323 	7.12	0.00122*
Zhèngzhāng (2003)        	0.8096 	-0.0467	 0.1137 	8.69	0.00111*
Starostin (1989)         	0.8921 	-0.0495	 0.1213 	8.87	0.00111*
Pān (2000)               	0.7983 	-0.0465	 0.1137 	8.59	0.00111*
Baxter and Sagart (2014) 	0.9464 	-0.0488	 0.1189 	9.51	0.00111*
Schuessler (2007)        	0.6856 	-0.0476	 0.1185 	7.04	0.00122*
