Pān (2000)               	0.6397 	-0.0101	 0.0395 	16.46	5	0.00100
Baxter and Sagart (2014) 	0.7959 	-0.0104	 0.0404 	19.94	5	0.00100
Schuessler (2007)        	0.6294 	-0.0111	 0.0406 	15.78	5	0.00100
Karlgren (1954)          	0.6232 	-0.0107	 0.0290 	21.85	6	0.00100
Li (1971)                	0.8497 	-0.0097	 0.0492 	17.46	6	0.00100
Wáng (1980)              	0.8137 	-0.0109	 0.0400 	20.63	6	0.00100
Zhèngzhāng (2003)        	0.6922 	-0.0097	 0.0358 	19.60	6	0.00100
Starostin (1989)         	0.8744 	-0.0102	 0.0370 	23.91	6	0.00100
Pān (2000)               	0.6852 	-0.0096	 0.0356 	19.49	6	0.00100
Baxter and Sagart (2014) 	0.9107 	-0.0094	 0.0360 	25.58	6	0.00100
Schuessler (2007)        	0.7592 	-0.0093	 0.0373 	20.63	6	0.00100
Karlgren (1954)          	0.5331 	-0.0074	 0.0280 	19.28	7	0.00100
Li (1971)                	0.8348 	-0.0081	 0.0477 	17.68	7	0.00100
Wáng (1980)              	0.7105 	-0.0082	 0.0390 	18.41	7	0.00100
Zhèngzhāng (2003)        	0.7481 	-0.0094	 0.0340 	22.29	7	0.00100
Starostin (1989)         	0.8490 	-0.0092	 0.0357 	24.06	7	0.00100
Pān (2000)               	0.7518 	-0.0088	 0.0341 	22.32	7	0.00100
Baxter and Sagart (2014) 	0.8703 	-0.0091	 0.0348 	25.25	7	0.00100
Schuessler (2007)        	0.7498 	-0.0094	 0.0349 	21.77	7	0.00100
Karlgren (1954)          	0.5159 	-0.0112	 0.0272 	19.36	8	0.00100
Li (1971)                	0.7435 	-0.0104	 0.0460 	16.40	8	0.00100
Wáng (1980)              	0.7570 	-0.0106	 0.0394 	19.48	8	0.00100
Zhèngzhāng (2003)        	0.6792 	-0.0105	 0.0325 	21.22	8	0.00100
Starostin (1989)         	0.7903 	-0.0105	 0.0349 	22.93	8	0.00100
Pān (2000)               	0.6793 	-0.0107	 0.0323 	21.37	8	0.00100
Baxter and Sagart (2014) 	0.8517 	-0.0104	 0.0331 	26.02	8	0.00100
Schuessler (2007)        	0.6656 	-0.0107	 0.0352 	19.21	8	0.00100
Karlgren (1954)          	0.5990 	-0.0103	 0.0299 	20.37	9	0.00100
Li (1971)                	0.7880 	-0.0093	 0.0484 	16.46	9	0.00100
Wáng (1980)              	0.7434 	-0.0095	 0.0412 	18.27	9	0.00100
Zhèngzhāng (2003)        	0.7046 	-0.0103	 0.0356 	20.10	9	0.00100
Starostin (1989)         	0.8462 	-0.0112	 0.0373 	22.97	9	0.00100
Pān (2000)               	0.6859 	-0.0103	 0.0356 	19.53	9	0.00100
Baxter and Sagart (2014) 	0.8551 	-0.0109	 0.0369 	23.46	9	0.00100
Schuessler (2007)        	0.7462 	-0.0116	 0.0375 	20.22	9	0.00100
Karlgren (1954)          	0.6968 	-0.0093	 0.0285 	24.82	10	0.00100
Li (1971)                	0.8626 	-0.0087	 0.0484 	17.99	10	0.00100
Wáng (1980)              	0.8103 	-0.0090	 0.0400 	20.46	10	0.00100
Zhèngzhāng (2003)        	0.7812 	-0.0091	 0.0342 	23.08	10	0.00100
Starostin (1989)         	0.8115 	-0.0095	 0.0358 	22.96	10	0.00100
Pān (2000)               	0.7769 	-0.0091	 0.0341 	23.05	10	0.00100
Baxter and Sagart (2014) 	0.8965 	-0.0104	 0.0357 	25.43	10	0.00100
Schuessler (2007)        	0.7305 	-0.0102	 0.0352 	21.02	10	0.00100
Karlgren (1954)          	0.6639 	-0.0109	 0.0329 	22.81	0.00111*
Li (1971)                	0.9043 	-0.0107	 0.0551 	18.47	0.00111*
Wáng (1980)              	0.8625 	-0.0110	 0.0462 	21.04	0.00111*
Zhèngzhāng (2003)        	0.8234 	-0.0112	 0.0400 	23.29	0.00111*
Starostin (1989)         	0.9297 	-0.0115	 0.0423 	24.78	0.00111*
Pān (2000)               	0.8168 	-0.0111	 0.0399 	23.12	0.00111*
Baxter and Sagart (2014) 	0.9653 	-0.0116	 0.0410 	26.56	0.00111*
Schuessler (2007)        	0.8173 	-0.0114	 0.0417 	22.11	0.00111*
